Date,AAPL_News_Volume,AAPL_Sentiment_Tone,MSFT_News_Volume,MSFT_Sentiment_Tone,GOOGL_News_Volume,GOOGL_Sentiment_Tone,NVDA_News_Volume,NVDA_Sentiment_Tone,META_News_Volume,META_Sentiment_Tone
2022-12-11,19,-1.4832796340115333,259,0.17959940820149517,3,-1.199262097346388,62,-0.7637577900837671,2724,-0.9950289701126238
2022-12-12,66,-0.06642847132075906,978,0.4080268517247283,34,-0.9322846223983796,132,0.47142331780372665,3946,-0.5974958035046517
2022-12-13,81,0.15902412285911863,1145,0.30870189942305737,58,-0.6571593835859258,159,0.4121308555857443,4556,-0.4527432626131256
2022-12-14,80,-0.45343443686810814,902,0.664166843119249,29,-0.8298535642104546,129,0.9191535561466291,4800,-0.7658805995784851
2022-12-15,116,-2.705175704651682,995,0.34558385607247477,27,-0.4325907347877379,151,0.5153786471650321,5489,-1.2743316288039
2022-12-16,82,-0.22036045178311991,943,1.1660349411784554,35,2.4076881892208197,113,0.4219184687643175,4353,-0.7709153021843307
2022-12-17,21,-0.5178646523459699,332,0.060375476308885824,13,1.072242280951675,39,0.7274976728660472,3148,-1.218229353599522
2022-12-18,39,-0.6344584201723663,265,0.449475233773432,13,1.072242280951675,35,1.073122938180192,2847,-1.252995083432427
2022-12-19,74,-0.534977809959436,751,0.029379406774588918,33,0.11446708447252657,86,1.213522169371426,5855,-1.2610728456518856
2022-12-20,70,-1.0941108808204227,831,0.20568420845775348,52,0.9288676918597671,96,0.7837294936598285,4631,-0.6811653483609157
2022-12-21,47,-0.2857924300886995,752,0.18610508852789243,30,0.4785327502551453,114,0.5556754661311255,4596,-0.5648074593354371
2022-12-22,64,-0.940696668777636,835,-0.09275274002319406,38,1.135996320839402,167,0.26054632528423294,4606,-0.6376865188944821
2022-12-23,47,-1.126696443324449,849,-0.952497687356305,34,0.6646072099107694,95,-0.5249550072115198,4215,-0.9538444938014107
